id,source_id,county_name,county_fips,location_name,address_line1,location_detail,city,state,state_fips,zip5,zip4,latitude,longitude,schedule,exceptions,notes,source,date_acquired,county_wide,van_precinct_ids
1040,,TARRANT,439,ELZIE ODOM ATHLETIC CENTER,1601 NORTHEAST GREEN OAKS BOULEVARD,,ARLINGTON,TX,48,76006,,32.784255,-97.084362,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1041,,TARRANT,439,EULESS FAMILY LIFE CENTER,300 WEST MIDWAY DRIVE,,EULESS,TX,48,76039,,32.845219,-97.085288,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1042,,TARRANT,439,FOREST HILL CIVIC & CONVENTION CENTER,6901 WICHITA STREET,,FOREST HILL,TX,48,76140,,32.655097,-97.282329,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1043,,TARRANT,439,FORMER HASLET ELEMENTARY SCHOOL,501 SCHOOL HOUSE ROAD,,HASLET,TX,48,76052,,32.96839,-97.348587,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1044,,TARRANT,439,GRIFFIN-POLY SUB-COURTHOUSE,3212 MILLER AVENUE,,FORT WORTH,TX,48,76119,,32.713913,-97.263019,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1045,,TARRANT,439,HALTOM CITY NORTHEAST CENTER,3201 FRIENDLY LANE,,HALTOM CITY,TX,48,76117,,32.80866,-97.274639,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1046,,TARRANT,439,HANDLEY-MEADOWBROOK COMMUNITY CENTER,6201 BEATY STREET,,FORT WORTH,TX,48,76112,,32.740977,-97.222631,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1047,,TARRANT,439,JAMES AVENUE SERVICE CENTER,5001 JAMES AVENUE,,FORT WORTH,TX,48,76115,,32.673146,-97.343548,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1048,,TARRANT,439,JPS HEALTH CENTER VIOLA M. PITTS/COMO,4701 BRYANT IRVIN ROAD N,,FORT WORTH,TX,48,76107,,32.715494,-97.411722,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1049,,TARRANT,439,KELLER TOWN HALL,1100 BEAR CREEK PARKWAY,,KELLER,TX,48,76248,,32.928572,-97.226169,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1050,,TARRANT,439,KENNEDALE COMMUNITY CENTER,316 WEST 3RD STREET,,KENNEDALE,TX,48,76060,,32.647248,-97.22583,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1051,,TARRANT,439,MANSFIELD SUB-COURTHOUSE,1100 EAST BROAD STREET,,MANSFIELD,TX,48,76063,,32.564849,-97.126933,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1052,,TARRANT,439,NORTHEAST COURTHOUSE,645 GRAPEVINE HIGHWAY,,HURST,TX,48,76054,,32.860886,-97.178886,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1053,,TARRANT,439,NORTHSIDE COMMUNITY CENTER,1100 NORTHWEST 18TH STREET,,FORT WORTH,TX,48,76164,,32.686487,-97.324955,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1054,,TARRANT,439,PACK UP & PLAY AFTERSCHOOL,5350 BASSWOOD BOULEVARD,,FORT WORTH,TX,48,76137,,32.873593,-97.27,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1055,,TARRANT,439,SHERIFF'S OFFICE NORTH PATROL DIVISION,6651 LAKE WORTH BOULEVARD,,LAKE WORTH,TX,48,76135,,32.811552,-97.434798,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1056,,TARRANT,439,SOUTHLAKE TOWN HALL,1400 MAIN STREET,,SOUTHLAKE,TX,48,76092,,32.942914,-97.13121,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1057,,TARRANT,439,SOUTHSIDE COMMUNITY CENTER,959 EAST ROSEDALE STREET,,FORT WORTH,TX,48,76104,,32.732825,-97.316244,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1058,,TARRANT,439,SOUTHWEST COMMUNITY CENTER,6300 WELCH AVENUE,,FORT WORTH,TX,48,76133,,32.653076,-97.382689,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1059,,TARRANT,439,SOUTHWEST REGIONAL LIBRARY,4001 LIBRARY LANE,,FORT WORTH,TX,48,76109,,32.689079,-97.394192,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1060,,TARRANT,439,SOUTHWEST SUB-COURTHOUSE,6551 GRANBURY ROAD,,FORT WORTH,TX,48,76133,,32.649991,-97.408217,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1061,,TARRANT,439,SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY,1900 WEST BOYCE AVENUE,,FORT WORTH,TX,48,76115,,32.679935,-97.348801,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1062,,TARRANT,439,TARRANT COUNTY COLLEGE NORTHEAST CAMPUS,828 W HARWOOD ROAD,,HURST,TX,48,76054,,32.846303,-97.192822,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1063,,TARRANT,439,TARRANT COUNTY COLLEGE NORTHWEST CAMPUS,4801 MARINE CREEK PARKWAY,,FORT WORTH,TX,48,76179,,32.832547,-97.390925,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1064,,TARRANT,439,TARRANT COUNTY COLLEGE SOUTH CAMPUS,5301 CAMPUS DRIVE,,FORT WORTH,TX,48,76119,,32.668309,-97.289228,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1065,,TARRANT,439,TARRANT COUNTY COLLEGE SOUTHEAST CAMPUS,2100 SOUTHEAST PARKWAY,,ARLINGTON,TX,48,76018,,32.64104,-97.075134,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1066,,TARRANT,439,TARRANT COUNTY COLLEGE TRINITY RIVER CAMPUS,300 TRINITY CAMPUS DRIVE,,FORT WORTH,TX,48,76102,,32.756648,-97.338085,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1067,,TARRANT,439,TARRANT COUNTY ELECTIONS CENTER,2700 PREMIER STREET,,FORT WORTH,TX,48,76111,,32.795259,-97.314197,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1068,,TARRANT,439,TARRANT COUNTY PLAZA BUILDING,201 BURNETT STREET,,FORT WORTH,TX,48,76102,,32.754707,-97.336245,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1069,,TARRANT,439,TARRANT COUNTY SUB-COURTHOUSE IN ARLINGTON,700 EAST ABRAM STREET,,ARLINGTON,TX,48,76010,,32.735117,-97.100318,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1070,,TARRANT,439,TEXAS WESLEYAN UNIVERSITY,3021 EAST ROSEDALE STREET,,FORT WORTH,TX,48,76105,,32.731003,-97.281267,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1071,,TARRANT,439,THE REC OF GRAPEVINE,1175 MUNICIPAL WAY,,GRAPEVINE,TX,48,76051,,32.930593,-97.076032,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1072,,TARRANT,439,THE VILLAGES OF WOODLAND SPRINGS AMENITY BUILDING,12209 TIMBERLAND BOULEVARD,,FORT WORTH,TX,48,76244,,32.951944,-97.294676,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1073,,TARRANT,439,UNIVERSITY OF TEXAS AT ARLINGTON,500 WEST NEDDERMAN DRIVE,,ARLINGTON,TX,48,76019,,32.731883,-97.117708,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1074,,TARRANT,439,UNT - HEALTH SCIENCE CENTER,1000 MONTGOMERY STREET,,FORT WORTH,TX,48,76107,,32.749619,-97.370789,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1075,,TARRANT,439,WHITE SETTLEMENT PUBLIC LIBRARY,8215 WHITE SETTLEMENT ROAD,,WHITE SETTLEMENT,TX,48,76108,,32.759583,-97.459179,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1076,,TARRANT,439,WORTH HEIGHTS COMMUNITY CENTER,3551 NEW YORK AVENUE,,FORT WORTH,TX,48,76110,,32.697749,-97.316045,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1077,,TAYLOR,441,ABILENE CITY HALL,555 WALNUT STREET,,ABILENE,TX,48,79601,,32.454011,-99.731088,10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24 9 AM-9 PM; 10/25 12 PM-5 PM; 10/26-10/30 9 AM-9 PM,,,State Party,2020-10-27,TRUE,
1078,,TAYLOR,441,MALL OF ABILENE,4310 BUFFALO GAP ROAD,,ABILENE,TX,48,79606,,32.398892,-99.759939,10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24 9 AM-9 PM; 10/25 12 PM-5 PM; 10/26-10/30 9 AM-9 PM,,,State Party,2020-10-27,TRUE,
1079,,TAYLOR,441,TAYLOR COUNTY PLAZA,400 OAK STREET,,ABILENE,TX,48,79602,,32.444861,-99.733008,10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12 PM-5 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1080,,TAYLOR,441,UNITED - SUPERMARKET,920 N. WILLIS STREET,,ABILENE,TX,48,79603,,32.460101,-99.764007,10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24 9 AM-9 PM; 10/25 12 PM-5 PM; 10/26-10/30 9 AM-9 PM,,,State Party,2020-10-27,TRUE,
1081,,TAYLOR,441,UNITED SUPERMARKET,1095 N. JUDGE ELY BLVD.,,ABILENE,TX,48,79601,,32.461617,-99.705099,10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24 9 AM-9 PM; 10/25 12 PM-5 PM; 10/26-10/30 9 AM-9 PM,,,State Party,2020-10-27,TRUE,
1082,,TERRELL,443,TERRELL CO. CRT HOUSE,105 E HACKBERRY ST.,,SANDERSON,TX,48,79848,,30.143433,-102.394691,10/13-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
1083,,TERRY,445,WINDSONG,503 W. MAIN,,BROWNFIELD,TX,48,79316,,33.179361,-102.280335,10/18 12-4 10/19-10/23 8-6 10/24 8-12 10/25 12-4 10/26-10/28 8-6 10/29-10/30 8-8,,,State Party,2020-10-27,TRUE,
1084,,THROCKMORTON,447,THROCKMORTON COUNTY ELECTIONS OFFICE,121 N MINTER AVE,,THROCKMORTON,TX,48,76483,,33.179286,-99.177521,10/19-10/23 08:00 AM-04:00 PM; 10/26-10/30 08:00 AM-04:00 PM,,,State Party,2020-10-27,TRUE,
1085,,TITUS,449,TITUS COUNTY ELECTIONS ADMINISTRATION,110 S MADISON SUITE C,,MT PLEASANT,TX,48,75455,,33.156033,-94.969778,10/19-10/23 8 AM-5 PM; 10/24 10 AM-2 PM; 10/26-10/28 8 AM-5 PM; 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1086,,TOM GREEN,451,EVM,113 W. BEAUREGARD,,SAN ANGELO,TX,48,76903,,31.46149,-100.439363,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12:30 PM-5:30 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1087,,TOM GREEN,451,SALLY PORT,122 WEST HARRIS AVENUE,,SAN ANGELO,TX,48,76903,,31.463353,-100.440311,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 12:30 PM-5:30 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1088,,TRAVIS,453,AUSTIN CENTRAL PUBLIC LIBRARY,710 W CESAR CHAVEZ ST,,AUSTIN,TX,48,78701,,30.266125,-97.751777,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/29 7 AM-7 PM; 10/30 7 AM-9 PM,,,State Party,2020-10-27,TRUE,
1089,,TRAVIS,453,AUSTIN OAKS CHURCH,4220 MONTEREY OAKS BLVD,,AUSTIN,TX,48,78749,,30.22999,-97.832487,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1090,,TRAVIS,453,AUSTIN RECREATION CENTER,1301 SHOAL CREEK BLVD,,AUSTIN,TX,48,78701,,30.278043,-97.749221,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1091,,TRAVIS,453,BEE CAVE CITY HALL,4000 GALLERIA PKWY,,BEE CAVE,TX,48,78738,,30.308495,-97.939905,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1092,,TRAVIS,453,BEN HUR SHRINE CENTER,7811 ROCKWOOD LN,,AUSTIN,TX,48,78757,,30.358148,-97.738345,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/29 7 AM-7 PM; 10/30 7 AM-9 PM,,,State Party,2020-10-27,TRUE,
1093,,TRAVIS,453,BIG BROTHERS BIG SISTERS OF CENTRAL TEXAS,4800 MANOR RD,,AUSTIN,TX,48,78723,,30.295639,-97.689068,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1094,,TRAVIS,453,CARVER BRANCH LIBRARY,1161 ANGELINA ST,,AUSTIN,TX,48,78702,,30.269997,-97.724289,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1095,,TRAVIS,453,CHINATOWN CENTER,10901 N LAMAR BLVD,,AUSTIN,TX,48,78753,,30.3783,-97.687731,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1096,,TRAVIS,453,CHRIST EPISCOPAL CHURCH,3520 W WHITESTONE BLVD,,CEDAR PARK,TX,48,78613,,30.511149,-97.881535,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1097,,TRAVIS,453,COMMUNITY CENTER AT DEL VALLE,3518 S FM 973,,DEL VALLE,TX,48,78617,,30.19894,-97.642824,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1098,,TRAVIS,453,COURTYARD BY MARRIOTT AUSTIN PFLUGERVILLE,16100 IMPACT WAY,,PFLUGERVILLE,TX,48,78660,,30.42277,-97.591238,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1099,,TRAVIS,453,DAN RUIZ BRANCH LIBRARY,1600 GROVE BLVD,,AUSTIN,TX,48,78741,,30.230273,-97.706852,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1100,,TRAVIS,453,DISABILITY RIGHTS TEXAS,2222 W BRAKER LN,,AUSTIN,TX,48,78758,,30.392829,-97.712905,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1101,,TRAVIS,453,DITTMAR RECREATION CENTER,1009 W DITTMAR RD,,AUSTIN,TX,48,78745,,30.185573,-97.801598,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1102,,TRAVIS,453,DOTTIE JORDAN RECREATION CENTER,2803 LOYOLA LN,,AUSTIN,TX,48,78723,,30.314187,-97.673551,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1103,,TRAVIS,453,GEORGE MORALES DOVE SPRINGS RECREATION CENTER,5801 AINEZ DR,,AUSTIN,TX,48,78744,,30.186835,-97.738217,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1104,,TRAVIS,453,GUS GARCIA RECREATION CENTER,1201 E RUNDBERG LN,,AUSTIN,TX,48,78753,,30.353822,-97.681651,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1105,,TRAVIS,453,HARTFIELD PERFORMING ARTS CENTER,5800 MCNEIL DR,,AUSTIN,TX,48,78729,,30.447606,-97.735951,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1106,,TRAVIS,453,HOLIDAY INN AUSTIN MIDTOWN,6000 MIDDLE FISKVILLE RD,,AUSTIN,TX,48,78752,,30.323182,-97.710831,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1107,,TRAVIS,453,LAKEWAY ACTIVITY CENTER,105 CROSS CREEK,,LAKEWAY,TX,48,78734,,30.362714,-97.980803,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1108,,TRAVIS,453,MANOR ISD ADMINISTRATION BUILDING,10335 HWY 290,,MANOR,TX,48,78653,,30.345737,-97.571909,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1109,,TRAVIS,453,MILLENNIUM YOUTH COMPLEX,1156 HARGRAVE ST,,AUSTIN,TX,48,78702,,30.272635,-97.709697,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/29 7 AM-7 PM; 10/30 7 AM-9 PM,,,State Party,2020-10-27,TRUE,
1110,,TRAVIS,453,NORTHWEST RECREATION CENTER,2913 NORTHLAND DR,,AUSTIN,TX,48,78757,,30.333674,-97.751925,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1111,,TRAVIS,453,PARQUE ZARAGOZA RECREATION CENTER,2608 GONZALES ST,,AUSTIN,TX,48,78702,,30.261494,-97.712079,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1112,,TRAVIS,453,PEACE LUTHERAN CHURCH,10625 N FM 620,,AUSTIN,TX,48,78726,,30.445751,-97.831326,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1113,,TRAVIS,453,PFLUGERVILLE ISD ROCK GYM,702 W PECAN ST,,PFLUGERVILLE,TX,48,78660,,30.443033,-97.627282,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/29 7 AM-7 PM; 10/30 7 AM-9 PM,,,State Party,2020-10-27,TRUE,
1114,,TRAVIS,453,RENAISSANCE AUSTIN HOTEL,9721 ARBORETUM BLVD,,AUSTIN,TX,48,78759,,30.392425,-97.749853,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1115,,TRAVIS,453,ROLLING HILLS COMMUNITY CHURCH,6201 LOHMAN FORD RD,,LAGO VISTA,TX,48,78645,,30.451767,-97.979033,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1116,,TRAVIS,453,SHADY HOLLOW VILLAGE SHOPPING CENTER,9901 BRODIE LN,,AUSTIN,TX,48,78748,,30.185202,-97.84768,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1117,,TRAVIS,453,SHOPS AT ARBOR WALK,10515 N MOPAC EXPWY,,AUSTIN,TX,48,78759,,30.39552,-97.732443,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1118,,TRAVIS,453,SOUTH AUSTIN RECREATION CENTER,1100 CUMBERLAND RD,,AUSTIN,TX,48,78704,,30.241407,-97.768676,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1119,,TRAVIS,453,"SOUTHPARK MEADOWS, STE 400",9600 S IH 35 FRONTAGE RD,,AUSTIN,TX,48,78748,,29.526123,-98.392605,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/29 7 AM-7 PM; 10/30 7 AM-9 PM,,,State Party,2020-10-27,TRUE,
1120,,TRAVIS,453,UT FLAWN ACAIC CENTER,2400 INNER CAMPUS DR,,AUSTIN,TX,48,78712,,30.282173,-97.731003,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1121,,TRAVIS,453,UT GREGORY GYM,2101 SPEEDWAY,,AUSTIN,TX,48,78712,,30.28418,-97.73643,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1122,,TRAVIS,453,VIRGINIA BROWN RECREATION CENTER,7500 BLESSING AVE,,AUSTIN,TX,48,78752,,30.332055,-97.693226,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1123,,TRAVIS,453,WESTLAKE UNITED METHODIST,1460 REDBUD TRAIL,,AUSTIN,TX,48,78746,,30.295054,-97.82094,10/18 12 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 12 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
1124,,TRINITY,455,AVFD,14755 N SH 94,,APPLE SPRINGS,TX,48,75926,,31.22518,-94.97521,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
