id,source_id,county_name,county_fips,location_name,address_line1,location_detail,city,state,state_fips,zip5,zip4,latitude,longitude,schedule,exceptions,notes,source,date_acquired,county_wide,van_precinct_ids
214,,COLORADO,89,EARLY VOTING WEIMAR CITY HALL,106 EAST MAIN,,WEIMAR,TX,48,78962,,29.702476,-96.779361,10/19-10/23 07:30 AM-05:30 PM; 10/26-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
215,,COMAL,91,COMAL COUNTY ELECTION CENTER,396 N SEGUIN AVE,,NEW BRAUNFELS,TX,48,78130,,29.704871,-98.127045,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
216,,COMAL,91,COMAL COUNTY OFFICES BULVERDE ANNEX,30470 COUGAR BEND,,BULVERDE,TX,48,78163,,29.747786,-98.450728,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
217,,COMAL,91,COMAL COUNTY OFFICES GOODWIN ANNEX,1297 CHURCH HILL DR,,NEW BRAUNFELS,TX,48,78130,,29.706846,-98.098654,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
218,,COMAL,91,CRRC BUILDING,1917 FM 2673,,CANYON LAKE,TX,48,78133,,29.845334,-98.18269,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
219,,COMAL,91,GARDEN RIDGE COMMUNITY CENTER,9500 MUNICIPAL PARKWAY GARDEN,,RIDGE,TX,48,78266,,29.640941,-98.300756,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
220,,COMAL,91,MAMMEN FAMILY PUBLIC LIBRARY,131 BULVERDE CROSSING,,BULVERDE,TX,48,78163,,29.794266,-98.421974,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
221,,COMAL,91,ST FRANCIS BY THE LAKE EPISCOPAL CHURCH,121 SPRING MOUNTAIN DR,,CANYON LAKE,TX,48,78133,,29.868098,-98.17866,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
222,,COMANCHE,93,*COMANCHE CO COURTHOUSE BASEMENT,101 WEST CENTRAL AVENUE,,COMANCHE,TX,48,76442,,31.897858,-98.604551,10/19 7 AM-7 PM 10/20-10/23 8:30 AM-5 PM 10/24 9 AM-4 PM 10/26 7 AM-7 PM 10/27-10/30 8:30 AM-5 PM,,,State Party,2020-10-27,TRUE,
223,,COMANCHE,93,*DELEON CITY HALL B,125 S. TEXAS ST,,DE LEON,TX,48,76444,,32.070468,-98.650751,10/19 7 AM-7 PM 10/20-10/23 8:30 AM-5 PM 10/24 9 AM-4 PM 10/26 7 AM-7 PM 10/27-10/30 8:30 AM-5 PM,,,State Party,2020-10-27,TRUE,
224,,CONCHO,95,COUNTY CLERK'S OFFICE,152 N ROBERTS,,PAINT ROCK,TX,48,76866,,31.50849,-99.919709,"10/13-10/30 Mon-Fri 8:30AM-5PM; 10/15, 10/22 7AM-7PM",,,State Party,2020-10-27,TRUE,
225,,COOKE,97,COURTHOUSE ANNEX BUILDING,112 S. DIXON ST.,,GAINESVILLE,TX,48,76240,,33.623671,-97.145171,10/19-10/22 8 AM-6 PM; 10/23 8 AM-7 PM; 10/24 8 AM-5 PM; 10/26-10/30 8 AM-6 PM,,,State Party,2020-10-27,TRUE,
226,,CORYELL,99,COPPERAS COVE CIVIC CENTER,1206 W AVE B COPPERAS,,COVE,TX,48,76522,,31.137325,-97.917291,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
227,,CORYELL,99,GATESVILLE CIVIC CENTER,HWY 84 EAST,,GATESVILLE,TX,48,76528,,31.434799,-97.729743,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
228,,COTTLE,101,CLERK'S OFFICE,815 9TH STREET,,PADUCAH,TX,48,79248,,34.014028,-100.301393,10/19-10/23 09:00 AM-05:00 PM; 10/26-10/30 09:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
229,,CRANE,103,CLERKS OFFICE,201 W. 6TH STREET,,CRANE,TX,48,79731,,31.396719,-102.35179,10/19 8-4:30 10/20 8-8 10/21-10/23 8-4:30 10/26 8-4:30 10/27 8-8 10/28-10/30 8-4:30,,,State Party,2020-10-27,TRUE,
230,,CROCKETT,105,CROCKETT COUNTY FAIR PARK CONVENTION CENTER,1301 AVE AA,,OZONA,TX,48,76943,,30.708105,-101.195448,10/13-10/16 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
231,,CROSBY,107,EARLY VOTING,201 W ASPEN,,CROSBYTON,TX,48,79322,,33.658597,-101.239768,10/13-10/30 01:00 PM-05:00 PM; 10/13-10/30 08:00 AM-12:00 PM,,,State Party,2020-10-27,TRUE,
232,,CULBERSON,109,CULBERSON COUNTY COURT HOUSE,300 LA CAVERNA DR,,VAN HORN,TX,48,79855,,31.042931,-104.830975,10/13-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
233,,DALLAM,111,DALLAM COUNTY CLERK'S OFFICE,414 DENVER AVE SUITE 201,,DALHART,TX,48,79022,,36.061616,-102.522604,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
234,,DALLAS,113,ALAN E SIMS CEDAR HILL RECREATION CENTER TEXAS ROOM,310 E PARKERVILLE ROAD,,CEDAR HILL,TX,48,75104,,32.574217,-96.939306,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
235,,DALLAS,113,ALFRED J LOOS SPORTS COMPLEX GYMNASIUM,3815 SPRING VALLEY ROAD,,ADDISON,TX,48,75240,,32.940111,-96.85162,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
236,,DALLAS,113,AMERICAN AIRLINES CENTER 1876 CLUB NORTH ENTRANCE,2500 VICTORY AVENUE,,DALLAS,TX,48,75219,,32.790304,-96.8102,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
237,,DALLAS,113,AUDELIA ROAD BRANCH LIBRARY AUDITORIUM,10045 AUDELIA ROAD,,DALLAS,TX,48,75238,,32.885347,-96.718694,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
238,,DALLAS,113,BALCH SPRINGS CIVIC CENTER MEETING ROOM,12400 ELAM ROAD,,BALCH SPRINGS,TX,48,75180,,32.718849,-96.613226,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
239,,DALLAS,113,BEAR CREEK COMMUNITY CHURCH BREEZEWAY,2700 FINLEY ROAD,,IRVING,TX,48,75062,,32.849686,-96.982201,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
240,,DALLAS,113,BETTY WARMACK LIBRARY EMPOWER ROOM,760 BARDIN ROAD,,GRAND PRAIRIE,TX,48,75052,,32.667476,-97.014371,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
241,,DALLAS,113,BROOKHAVEN COLLEGE W BUILDING ROOM W105,3939 VALLEY VIEW LANE,,FARMERS BRANCH,TX,48,75244,,32.929114,-96.849951,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
242,,DALLAS,113,CARROLLTON FARMERS BRANCH ISD SERVICE BUILDING C,1820 PEARL STREET,,CARROLLTON,TX,48,75006,,32.955407,-96.892689,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
243,,DALLAS,113,CARROLLTON SENIOR CENTER TEXAS ROOM,1720 KELLER SPRINGS ROAD,,CARROLLTON,TX,48,75006,,32.971397,-96.893092,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
244,,DALLAS,113,CEDAR HILL GOVERNMENT CENTER MAIN LOBBY,285 UPTOWN BOULEVERD,,CEDAR HILL,TX,48,75104,,32.593512,-96.951466,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
245,,DALLAS,113,CEDAR VALLEY COLLEGE M BUILDING ROOM M105,3030 NORTH DALLAS AVENUE,,LANCASTER,TX,48,75134,,32.625313,-96.771214,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
246,,DALLAS,113,CIMARRON PARK RECREATION CENTER GYMNASIUM,201 RED RIVER TRAIL,,IRVING,TX,48,75063,,32.931541,-96.946325,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
247,,DALLAS,113,COPPELL ARTS CENTER RECEPTION HALL,505 TRAVIS SREET,,COPPELL,TX,48,75019,,32.951378,-97.007451,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
248,,DALLAS,113,COPPELL TOWN CENTER MAIN LOBBY,255 E PARKWAY BOULEVERD,,COPPELL,TX,48,75019,,32.975923,-96.990962,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
249,,DALLAS,113,DESOTO ISD BELT LINE CONFERENCE CENTER CONFERENCE ROOM,200 E BELT LINE ROAD,,DESOTO,TX,48,75115,,32.589227,-96.854747,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
250,,DALLAS,113,DISCIPLE CENTRAL COMMUNITY CHURCH YOUTH ROOM,901 N POLK STREET,,DESOTO,TX,48,75115,,32.606342,-96.841871,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
251,,DALLAS,113,DUNCANVILLE LIBRARY ROOMS 1 THRU 3,201 JAMES COLLINS BOULEVERD,,DUNCANVILLE,TX,48,75116,,32.649201,-96.907231,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
252,,DALLAS,113,EASTFIELD COLLEGE MAIN CAMPUS S BLDG COMMUNITY RMS S100 102,3737 MOTLEY DRIVE,,MESQUITE,TX,48,75150,,32.814323,-96.657666,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
253,,DALLAS,113,EASTFIELD COLLEGE PLEASANT GROVE CAMPUS COMMUNITY RMS 108 109,802 S BUCKNER BOULEVERD,,DALLAS,TX,48,75217,,32.725938,-96.681781,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
254,,DALLAS,113,EL CENTRO COLLEGE MAIN CAMPUS STUDENT CENTER,801 MAIN STREET,,DALLAS,TX,48,75202,,32.779742,-96.805297,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
255,,DALLAS,113,EL CENTRO COLLEGE WEST CAMPUS STUDENT CENTER,3330 N HAMPTON ROAD,,DALLAS,TX,48,75212,,32.783022,-96.855563,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
256,,DALLAS,113,FARMERS BRANCH MANSKE LIBRARY MEETING ROOM,13613 WEBB CHAPEL ROAD,,FARMERS BRANCH,TX,48,75234,,32.932317,-96.874036,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
257,,DALLAS,113,FLORENCE RECREATION CENTER LOBBY AREA,2501 WHITSON WAY,,MESQUITE,TX,48,75150,,32.828262,-96.636897,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
258,,DALLAS,113,FRETZ PARK LIBRARY BLACK BOX THEATER,6990 BELT LINE ROAD,,DALLAS,TX,48,75254,,32.949669,-96.783522,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
259,,DALLAS,113,FRIENDSHIP WEST BAPTIST CHURCH NORTHEX LOBBY,2020 W WHEATLAND ROAD,,DALLAS,TX,48,75232,,32.646477,-96.850085,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
260,,DALLAS,113,GEORGE L ALLEN SR COURTS BLDG MAIN LOBBY,600 COMMERCE ST,,DALLAS,TX,48,75202,,32.777971,-96.806187,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
261,,DALLAS,113,GLENN HEIGHTS CITY HALL COUNCIL CHAMBERS,1938 S HAMPTON ROAD,,GLENN HEIGHTS,TX,48,75154,,32.552788,-96.856644,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
262,,DALLAS,113,GRAUWYLER PARK RECREATION CENTER ROOM A,7780 HARRY HINES BOULEVERD,,DALLAS,TX,48,75235,,32.832027,-96.859172,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
263,,DALLAS,113,HARRY STONE RECREATION CENTER SMALL ROOM,2403 MILLMAR DRIVE,,DALLAS,TX,48,75228,,32.826229,-96.675174,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
264,,DALLAS,113,HIGHLAND HILLS LIBRARY AUDITORIUM,6200 BONNIE VIEW ROAD,,DALLAS,TX,48,75241,,32.6708,-96.760225,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
265,,DALLAS,113,HUTCHINS CITY HALL COUNCIL CHAMBERS,321 N MAIN STREET,,HUTCHINS,TX,48,75141,,32.649689,-96.713641,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
266,,DALLAS,113,IRVING ARTS CENTER SUITE 200,3333 N MACARTHUR BOULEVERD,,IRVING,TX,48,75062,,32.8504,-96.960594,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
267,,DALLAS,113,IRVING CITY HALL MAIN LOBBY,825 W IRVING BOULEVERD,,IRVING,TX,48,75060,,32.814288,-96.955351,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
268,,DALLAS,113,LAKESIDE ACTIVITY CENTER LARGE ROOM,101 HOLLEY PARK DRIVE,,MESQUITE,TX,48,75149,,32.763972,-96.599078,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
269,,DALLAS,113,LANCASTER VETERANS MEMORIAL LIBRARY THE MEETING ROOM,1600 VETERANS MEMORIAL PARKWAY,,LANCASTER,TX,48,75134,,32.609012,-96.757758,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
270,,DALLAS,113,LOCHWOOD LIBRARY BLACK BOX ROOM,11221 LOCHWOOD BOULEVERD,,DALLAS,TX,48,75218,,32.848205,-96.688181,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
271,,DALLAS,113,MARSH LANE BAPTIST CHURCH FELLOWSHIP HALL,10716 MARSH LANE,,DALLAS,TX,48,75229,,32.894357,-96.855285,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
272,,DALLAS,113,MARTIN LUTHER KING RECREATION CENTER GYMNASIUM,2901 PENNSYLVANIA AVENUE,,DALLAS,TX,48,75215,,32.768893,-96.765489,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
273,,DALLAS,113,MARTIN WEISS RECREATION CENTER SMALL ROOM,1111 MARTINDELL AVENUE,,DALLAS,TX,48,75211,,32.734713,-96.876259,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
274,,DALLAS,113,MOUNTAIN VIEW COLLEGE E BUILDING MAIN LOBBY,4849 W ILLINOIS AVENUE,,DALLAS,TX,48,75211,,32.72544,-96.904625,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
275,,DALLAS,113,NORTH LAKE COLLEGE F BUILDING ROOM F105,5001 N MACARTHUR BOULEVERD,,IRVING,TX,48,75038,,32.871253,-96.967302,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
276,,DALLAS,113,OAK CLIFF SUB COURTHOUSE THE MAIN LOBBY,410 S BECKLEY AVENUE,,DALLAS,TX,48,75203,,32.742448,-96.82268,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
277,,DALLAS,113,OAK LAWN BRANCH LIBRARY AUDITORIUM,4100 CEDAR SPRINGS ROAD,,DALLAS,TX,48,75219,,32.812622,-96.812714,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
278,,DALLAS,113,OUR REDEEMER LUTHERAN CHURCH DALLAS THE PARLOR ROOM LOBBY,7611 PARK LANE,,DALLAS,TX,48,75225,,32.872663,-96.775051,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
279,,DALLAS,113,OUR REDEEMER LUTHERAN CHURCH GRAND PRAIRIE FELLOWSHIP HALL,4729 S CARRIER PARKWAY,,GRAND PRAIRIE,TX,48,75052,,32.656147,-97.005142,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
280,,DALLAS,113,PARK IN THE WOODS RECREATION CENTER GYMNASIUM,6801 MOUNTAIN CREEK PARKWAY,,DALLAS,TX,48,75249,,32.642275,-96.956305,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
281,,DALLAS,113,PAUL L DUNBAR LANCASTER KIEST LIBRARY CLASSROOM A B,2008 EAST KIEST BOULEVERD,,DALLAS,TX,48,75216,,32.715349,-96.789475,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
282,,DALLAS,113,RANDOLPH REED CENTER ROOM 106,1933 SPIKES STREET,,GRAND PRAIRIE,TX,48,75051,,32.733941,-97.029626,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
283,,DALLAS,113,RICHARDSON CIVIC CENTER PARKS ROOM,411 W ARAPAHO ROAD,,RICHARDSON,TX,48,75080,,32.959699,-96.731343,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
284,,DALLAS,113,RICHLAND COLLEGE GARLAND CAMPUS MAIN LOBBY,675 W WALNUT STREET,,GARLAND,TX,48,75040,,32.916552,-96.638484,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
285,,DALLAS,113,RICHLAND COLLEGE MAIN CAMPUS GUADALUPE G BUILDING FOYER AREA,12800 ABRAMS ROAD,,DALLAS,TX,48,75243,,32.921383,-96.728287,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
286,,DALLAS,113,ROWLETT COMMUNITY CENTRE GYMNASIUM B,5300 MAIN STREET,,ROWLETT,TX,48,75088,,32.901399,-96.549732,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
287,,DALLAS,113,SACHSE SENIOR CENTER MULTI PURPOSE ROOM,3815 SACHSE ROAD BUILDING A,,SACHSE,TX,48,75048,,32.974853,-96.584704,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
288,,DALLAS,113,SAMUELL GRAND RECREATION CENTER GENERAL PURPOSE ROOM,6200 EAST GRAND AVENUE,,DALLAS,TX,48,75223,,32.798497,-96.742588,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
289,,DALLAS,113,SKYLINE BRANCH LIBRARY AUDITORIUM,6006 EVERGLADE ROAD,,DALLAS,TX,48,75227,,32.785291,-96.700215,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
290,,DALLAS,113,SOUTH GARLAND BRANCH LIBRARY THE PROGRAM ROOM,4845 BROADWAY BOULEVERD,,GARLAND,TX,48,75043,,32.855404,-96.602177,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
291,,DALLAS,113,UNIVERSITY PARK UNITED METHODIST CHURCH CALDWELL ROOM 120,4024 CARUTH BOULEVERD,,DALLAS,TX,48,75225,,32.859196,-96.803046,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
292,,DALLAS,113,VALLEY RANCH LIBRARY PROGRAM ROOM,401 CIMARRON TRAIL,,IRVING,TX,48,75063,,32.933764,-96.950669,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
293,,DALLAS,113,WILMER COMMUNITY CENTER MAIN ROOM,101 DAVIDSON PLAZA,,WILMER,TX,48,75172,,32.603835,-96.673223,10/18 1 PM-6 PM; 10/19-10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
294,,DAWSON,115,COUNTY CLERK'S OFFICE,400 SOUTH 1ST STREET ELECTION OFFICE - COUNTY CLERK,,LAMESA,TX,48,79331,,32.732514,-101.952177,10/19-10/23 08:30 AM-05:00 PM; 10/26-10/30 08:30 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
295,,DEAF SMITH,117,DEAF SMITH COUNTY COURTHOUSE,235 E 3RD ST STE 201,,HEREFORD,TX,48,79045,,34.817964,-102.398024,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/28 08:00 AM-05:00 PM; 10/29-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
296,,DELTA,119,COUNTY CLERKS OFFICE,200 W. DALLAS AVE,,COOPER,TX,48,75432,,33.374184,-95.689868,10/19 7 AM-7 PM; 10/20-10/23 8 AM-5 PM; 10/26-10/28 8 AM-5 PM; 10/29 7 AM-7 PM; 10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
297,,DENTON,121,ARGYLE TOWN HALL,308 DENTON ST.,,ARGYLE,TX,48,76226,,33.121134,-97.182992,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
