county_name,reg_voters,likely_dems,likely_repubs,census_block_group_2010
Harris,220,123,6,482014328013
Harris,348,192,8,482014328021
Harris,1698,673,147,482014328022
Harris,568,298,17,482014328023
Harris,83,36,2,482014328024
Harris,630,350,47,482014329011
Harris,627,320,92,482014329012
Harris,560,296,56,482014329021
Harris,614,319,25,482014329022
Harris,1045,573,95,482014329023
Harris,446,275,26,482014330011
Harris,302,158,9,482014330012
Harris,443,226,9,482014330013
Harris,347,199,27,482014330021
Harris,638,343,26,482014330022
Harris,942,478,54,482014330031
Harris,748,437,34,482014330032
Harris,488,246,16,482014331001
Harris,451,238,23,482014331002
Harris,842,407,85,482014332011
Harris,792,425,74,482014332012
Harris,1038,477,160,482014332013
Harris,937,416,122,482014332021
Harris,1353,707,190,482014332022
Harris,1441,591,249,482014333001
Harris,1469,594,336,482014333002
Harris,1130,466,255,482014333003
Harris,1225,608,131,482014334001
Harris,957,502,161,482014334002
Harris,404,277,10,482014335011
Harris,358,192,17,482014335012
Harris,497,271,18,482014335013
Harris,718,378,42,482014335021
Harris,464,274,18,482014335022
Harris,549,295,41,482014335023
Harris,393,235,9,482014335024
Harris,771,409,35,482014336001
Harris,292,134,4,482014336002
Harris,830,470,21,482014336003
Harris,1012,565,34,482014336004
Harris,373,202,52,482014401001
Harris,1850,1016,263,482014401002
Harris,1950,1285,120,482014401003
Harris,109,65,2,482014401004
Harris,1860,491,701,482014501001
Harris,1672,303,843,482014502001
Harris,1846,399,892,482014502002
Harris,1050,194,480,482014502003
Harris,1914,830,341,482014503001
Harris,1922,735,375,482014503002
Harris,646,175,252,482014503003
Harris,1288,487,277,482014503004
Harris,1724,499,538,482014504001
Harris,808,275,161,482014504002
Harris,774,302,126,482014504003
Harris,1477,334,629,482014505001
Harris,1500,328,616,482014505002
Harris,1142,254,498,482014506001
Harris,1306,311,530,482014506002
Harris,1522,475,438,482014506003
Harris,1282,267,603,482014507001
Harris,2555,455,1273,482014507002
Harris,2421,366,1318,482014507003
Harris,782,204,243,482014508011
Harris,976,395,102,482014508012
Harris,890,190,414,482014508021
Harris,1096,439,188,482014508022
Harris,1070,392,187,482014508023
Harris,845,414,78,482014508024
Harris,758,294,143,482014508025
Harris,999,290,366,482014509001
Harris,1346,417,402,482014509002
Harris,1606,508,516,482014510011
Harris,1163,546,75,482014510012
Harris,707,316,63,482014510013
Harris,739,404,62,482014510021
Harris,962,608,44,482014510022
Harris,821,449,40,482014510023
Harris,750,346,130,482014510024
Harris,641,156,235,482014511001
Harris,1338,474,356,482014511002
Harris,964,275,351,482014511003
Harris,717,287,103,482014511004
Harris,1448,350,662,482014512001
Harris,1300,366,482,482014512002
Harris,1657,475,633,482014513001
Harris,1434,681,236,482014513002
Harris,1889,634,589,482014513003
Harris,1257,304,488,482014513004
Harris,1606,510,388,482014514011
Harris,1448,597,298,482014514012
Harris,2329,1144,316,482014514021
Harris,900,432,96,482014514022
Harris,2176,1114,219,482014514031
Harris,1372,764,179,482014514032
Harris,2792,1146,533,482014515001
Harris,1071,483,146,482014515002
Harris,1927,526,727,482014516011
Harris,3486,1008,1047,482014516012
Harris,3648,1190,1063,482014516021
Harris,3447,1514,760,482014516022
Harris,2229,1272,239,482014517001
Harris,591,318,77,482014517002
Harris,625,372,69,482014518001
Harris,2083,1177,242,482014518002
Harris,1086,641,112,482014518003
Harris,424,238,29,482014519011
Harris,1815,1037,248,482014519012
Harris,1443,875,101,482014519013
Harris,1570,923,44,482014519014
Harris,2111,1182,351,482014519021
Harris,1825,1011,230,482014520001
Harris,944,515,88,482014520002
Harris,2737,1396,248,482014520003
Harris,1282,712,59,482014521001
Harris,4785,1849,1101,482014521002
Harris,1163,604,77,482014521003
Harris,897,442,59,482014522011
Harris,549,283,36,482014522012
Harris,1019,597,67,482014522013
Harris,1134,636,50,482014522014
Harris,738,417,71,482014522021
Harris,1398,753,94,482014522022
Harris,1470,900,147,482014523001
Harris,1813,1140,160,482014524001
Harris,1150,700,124,482014524002
Harris,480,247,35,482014524003
Harris,1202,715,127,482014524004
Harris,1064,520,86,482014525001
Harris,1097,572,91,482014525002
Harris,1712,1057,193,482014525003
Harris,618,342,18,482014526001
Harris,1788,1178,147,482014526002
Harris,1743,1048,98,482014526003
Harris,1170,797,78,482014527001
Harris,1965,1302,141,482014527002
Harris,2715,1854,157,482014527003
Harris,1569,1028,62,482014527004
Harris,1653,1010,150,482014528011
Harris,1561,1044,112,482014528012
Harris,595,305,32,482014528013
Harris,1516,944,106,482014528021
Harris,1312,798,109,482014528022
Harris,1031,534,129,482014529001
Harris,1297,734,151,482014529002
Harris,1533,941,168,482014530001
Harris,1673,927,224,482014530002
Harris,1183,678,110,482014530003
Harris,1199,597,72,482014531001
Harris,795,486,67,482014531002
Harris,1458,702,188,482014532001
Harris,814,459,28,482014532002
Harris,1282,718,52,482014532003
Harris,1341,769,52,482014533001
Harris,785,469,65,482014534011
Harris,962,522,134,482014534012
Harris,692,480,60,482014534021
Harris,828,457,78,482014534022
Harris,2233,1425,185,482014534023
Harris,900,530,53,482014534024
Harris,879,507,52,482014534031
Harris,1132,543,40,482014534032
Harris,1352,853,117,482014535011
Harris,1443,898,117,482014535012
Harris,1063,651,51,482014535013
Harris,1368,848,131,482014535021
Harris,1046,617,93,482014535022
Harris,1335,778,105,482014536011
Harris,1012,561,117,482014536021
Harris,1333,718,93,482014536022
Harris,1407,893,99,482014536023
Harris,1165,771,96,482014536024
Harris,1414,902,134,482014537001
Harris,1313,740,128,482014537002
Harris,1007,582,65,482014537003
Harris,1381,884,89,482014537004
Harris,1184,651,113,482014538001
Harris,1241,681,157,482014538002
Harris,3731,2579,241,482014539001
Harris,980,630,73,482014539002
Harris,1385,891,74,482014539003
Harris,1462,921,111,482014540001
Harris,2283,1457,206,482014540002
Harris,844,495,98,482014541001
Harris,1612,856,200,482014541002
Harris,1340,810,153,482014542001
Harris,1314,817,126,482014542002
Harris,1342,828,109,482014543011
Harris,824,442,76,482014543012
Harris,3574,2212,198,482014543013
Harris,1993,1427,101,482014543014
Harris,2303,1214,346,482014543021
Harris,2548,1603,243,482014543022
Harris,612,313,116,482014544001
Harris,2546,532,1225,482014545011
Harris,2377,746,754,482014545012
Harris,3494,920,1437,482014545013
Harris,1901,600,654,482014545021
Harris,3898,970,1277,482014546001
Harris,1425,288,656,482014547001
Harris,2006,388,901,482014547002
Harris,1332,282,661,482014547003
Harris,1989,431,941,482014547004
Harris,1338,304,521,482014548001
Harris,2294,597,839,482014548002
Harris,2767,731,949,482014548003
Harris,2438,758,895,482014549001
Harris,5599,2044,1521,482014549002
Harris,2256,451,925,482014550001
Harris,1186,250,438,482014551011
Harris,1451,345,516,482014551012
Harris,1733,406,703,482014551013
Harris,1336,277,569,482014551014
Harris,1101,234,491,482014551021
Harris,1771,375,756,482014551022
Harris,1128,262,424,482014552001
Harris,1735,379,668,482014552002
Harris,1137,222,477,482014552003
Harris,4769,1917,1299,482014553001
Harris,1514,779,189,482015101001
Harris,1234,636,181,482015101002
Harris,1427,673,166,482015102001
Harris,5606,2284,904,482015102002
Harris,1418,712,182,482015103001
Harris,1470,681,233,482015103002
Harris,1046,510,141,482015103003
Harris,963,457,143,482015103004
Harris,793,359,151,482015103005
Harris,1612,786,210,482015104001
Harris,1034,437,180,482015104002
Harris,1405,614,224,482015104003
Harris,1261,600,212,482015105001
Harris,1675,876,280,482015105002
Harris,1404,675,235,482015105003
Harris,1217,458,284,482015106001
Harris,2768,1391,462,482015106002
Harris,2396,915,491,482015106003
Harris,1750,713,332,482015107001
Harris,2353,912,378,482015107002
Harris,1307,505,278,482015108001
Harris,2473,773,739,482015108002
Harris,1401,557,335,482015108003
Harris,1001,310,312,482015108004
Harris,1266,406,321,482015108005
Harris,1422,479,362,482015108006
Harris,1923,682,466,482015109001
Harris,3907,1610,900,482015109002
Harris,1521,674,305,482015109003
Harris,1582,455,479,482015110011
Harris,1245,366,323,482015110012
Harris,1774,640,422,482015110021
Harris,1147,447,168,482015110022
Harris,1174,339,351,482015110023
Harris,1260,472,203,482015111001
Harris,2284,1033,486,482015111002
Harris,1440,660,302,482015112001
Harris,2542,1140,467,482015112002
Harris,1964,800,455,482015112003
Harris,1551,729,239,482015113011
Harris,1184,618,153,482015113012
Harris,706,350,93,482015113013
Harris,1016,466,210,482015113014
Harris,1322,593,212,482015113021
Harris,1590,770,240,482015113022
Harris,1420,649,201,482015113023
Harris,1367,630,217,482015114001
Harris,941,482,142,482015114002
Harris,726,363,67,482015114003
Harris,703,371,109,482015115001
Harris,989,498,135,482015115002
Harris,1002,520,126,482015115003
Harris,859,379,190,482015115004
Harris,1609,727,307,482015115005
Harris,1258,626,204,482015115006
Harris,1503,696,250,482015115007
Harris,874,503,93,482015116001
Harris,560,344,46,482015116002
Harris,781,447,96,482015116003
Harris,1117,664,98,482015116004
Harris,2044,824,503,482015201001
Harris,543,133,199,482015202001
Harris,1399,399,579,482015202002
Harris,1081,383,277,482015202003
Harris,1507,614,324,482015203001
Harris,651,233,85,482015203002
Harris,1052,327,303,482015203003
Harris,678,400,44,482015204001
Harris,1152,582,173,482015204002
Harris,794,389,101,482015205001
Harris,802,394,46,482015205002
Harris,790,390,137,482015205003
Harris,1121,609,136,482015205004
Harris,1051,478,185,482015206011
Harris,271,153,24,482015206021
Harris,741,362,113,482015206022
Harris,1340,603,269,482015206023
Harris,330,190,19,482015206024
Harris,544,167,173,482015207001
Harris,595,209,170,482015207002
Harris,949,341,269,482015207003
Harris,1028,315,358,482015207004
Harris,1132,340,320,482015210001
Harris,732,294,160,482015211001
Harris,749,388,79,482015212001
Harris,1118,462,234,482015212002
Harris,1070,500,190,482015212003
Harris,720,313,181,482015213001
Harris,500,238,84,482015213002
Harris,846,370,198,482015213003
Harris,1427,635,283,482015213004
Harris,146,83,7,482015214001
Harris,289,187,16,482015214002
Harris,923,435,140,482015214003
Harris,522,304,69,482015214004
Harris,435,219,94,482015215001
Harris,658,298,136,482015215002
Harris,531,220,105,482015215003
Harris,1707,652,485,482015215004
Harris,1208,643,231,482015216001
Harris,1018,706,36,482015216002
Harris,589,317,26,482015217001
Harris,777,391,63,482015217002
Harris,807,441,75,482015217003
Harris,911,481,80,482015217004
Harris,1921,984,300,482015218001
Harris,1908,1046,302,482015218002
Harris,3154,895,1121,482015219001
Harris,1289,518,260,482015219002
Harris,824,429,110,482015219003
Harris,2061,486,548,482015220001
Harris,570,218,160,482015220002
Harris,715,268,190,482015220003
Harris,1212,433,273,482015221001
Harris,1294,411,409,482015221002
Harris,1259,502,215,482015221003
Harris,1003,341,267,482015221004
Harris,567,291,58,482015222011
Harris,1674,602,483,482015222012
Harris,1025,384,255,482015222021
Harris,940,346,193,482015222022
Harris,1201,357,358,482015223011
Harris,849,427,92,482015223012
Harris,654,314,90,482015223021
Harris,1118,407,278,482015223022
Harris,815,232,267,482015224011
Harris,1126,301,399,482015224012
Harris,1199,451,315,482015224013
Harris,406,225,37,482015224014
Harris,1640,511,512,482015224021
Harris,1033,383,303,482015224022
Harris,826,196,388,482015225001
Harris,1199,251,600,482015225002
Harris,1253,253,634,482015225003
Harris,1512,325,742,482015225004
Harris,396,232,12,482015301001
Harris,1140,536,149,482015301002
Harris,584,234,104,482015301003
Harris,897,402,124,482015301004
Harris,1432,655,315,482015302001
Harris,1322,527,299,482015302002
Harris,698,250,178,482015302003
Harris,870,567,30,482015303001
Harris,612,345,32,482015303002
Harris,1443,831,40,482015303003
Harris,1600,1014,37,482015304001
Harris,826,471,21,482015304002
Harris,1106,647,26,482015305001
Harris,1374,880,32,482015305002
Harris,1081,665,34,482015305003
Harris,1147,619,66,482015306001
Harris,1492,884,129,482015306002
Harris,764,487,43,482015307001
Harris,1494,928,94,482015307002
Harris,823,509,44,482015307003
Harris,1362,836,27,482015308001
Harris,795,511,16,482015308002
Harris,2283,1479,102,482015308003
Harris,715,330,94,482015309001
Harris,1470,477,413,482015309002
Harris,1658,453,588,482015309003
Harris,1460,579,362,482015310001
Harris,2291,815,712,482015310002
Harris,1279,380,376,482015311001
Harris,1722,559,497,482015311002
Harris,677,317,88,482015312001
Harris,1438,478,371,482015312002
Harris,848,274,274,482015312003
Harris,572,265,33,482015313001
Harris,1556,602,335,482015313002
Harris,1110,535,91,482015313003
Harris,2053,739,461,482015314001
Harris,972,372,222,482015315001
Harris,629,261,167,482015315002
Harris,1210,564,284,482015315003
Harris,1686,505,582,482015316001
Harris,1129,481,235,482015316002
Harris,1446,427,504,482015317001
Harris,1774,619,482,482015317002
Harris,1954,1275,61,482015318001
Harris,774,514,9,482015318002
Harris,1645,1184,41,482015319001
Harris,1261,824,33,482015319002
Harris,1639,1094,45,482015319003
Harris,657,307,28,482015320011
Harris,907,433,69,482015320012
Harris,992,565,75,482015320013
Harris,1203,683,41,482015320014
Harris,1066,507,212,482015320021
Harris,1132,595,82,482015321001
Harris,727,357,29,482015321002
Harris,1425,453,474,482015321003
Harris,234,80,7,482015321004
Harris,404,180,4,482015322001
Harris,1103,482,96,482015322002
Harris,1003,339,296,482015323001
Harris,49,27,4,482015323002
Harris,1209,713,95,482015323003
Harris,1541,848,97,482015323004
Harris,956,575,116,482015324001
Harris,1759,827,418,482015324002
Harris,1253,459,277,482015324003
Harris,3127,1752,539,482015325011
Harris,582,251,140,482015325012
Harris,2252,1380,292,482015325013
Harris,637,314,106,482015325021
Harris,736,457,78,482015325022
Harris,1497,881,177,482015325023
Harris,1193,753,73,482015326001
Harris,1083,695,94,482015326002
Harris,1952,1393,120,482015326003
Harris,1429,871,130,482015327001
Harris,1069,715,100,482015327002
Harris,1073,633,90,482015327003
Harris,1334,760,137,482015328001
Harris,731,523,38,482015329001
Harris,997,714,58,482015329002
Harris,1658,1164,87,482015329003
Harris,1833,1179,30,482015330001
Harris,1530,904,151,482015331001
Harris,1841,1293,40,482015331002
Harris,1709,1231,72,482015331003
Harris,1119,752,13,482015332001
Harris,1204,779,45,482015332002
Harris,876,503,54,482015332003
Harris,2251,1459,47,482015333001
Harris,2022,1289,36,482015333002
Harris,672,431,12,482015333003
Harris,1093,688,23,482015333004
Harris,1871,1273,29,482015334001
Harris,2532,1950,130,482015334002
Harris,1457,1065,62,482015334003
Harris,1554,1133,55,482015334004
Harris,1354,841,137,482015335001
Harris,905,520,102,482015335002
Harris,527,332,52,482015335003
Harris,368,214,14,482015336001
Harris,2390,1548,121,482015336002
Harris,405,247,7,482015337011
Harris,1193,835,94,482015337012
Harris,548,327,26,482015337013
Harris,588,379,51,482015337021
Harris,1342,870,109,482015337022
Harris,4267,3203,236,482015338011
Harris,986,718,69,482015338012
Harris,650,371,93,482015338021
Harris,1773,1183,151,482015338022
Harris,1164,784,104,482015338023
Harris,1746,1147,93,482015339011
Harris,1012,658,80,482015339012
Harris,2820,1957,198,482015339013
Harris,767,457,42,482015339021
Harris,1120,717,50,482015339022
Harris,1360,729,126,482015340011
Harris,1486,935,115,482015340021
Harris,1834,1162,134,482015340022
Harris,1273,885,72,482015340031
Harris,1843,794,340,482015341001
Harris,1350,800,175,482015341002
Harris,1690,1016,233,482015341003
Harris,1501,862,212,482015342011
Harris,1837,608,573,482015342021
Harris,2384,1001,514,482015342022
Harris,1243,393,428,482015342023
Harris,1956,587,690,482015342024
Harris,945,445,151,482015342031
Harris,5348,2156,1422,482015401001
Harris,1825,538,673,482015401002
Harris,1163,611,192,482015401003
Harris,1670,804,263,482015402001
Harris,1210,468,240,482015405011
Harris,491,193,28,482015405012
Harris,922,411,74,482015405013
Harris,1360,426,392,482015405021
Harris,1755,477,588,482015405022
Harris,956,339,259,482015405023
Harris,1996,890,433,482015406011
Harris,1165,488,258,482015406012
Harris,2176,1046,320,482015406021
Harris,2263,1097,458,482015406022
Harris,1558,534,502,482015407001
Harris,1911,937,390,482015407002
Harris,1579,658,432,482015407003
Harris,1349,783,157,482015408001
Harris,2011,962,345,482015408002
Harris,1350,796,180,482015408003
Harris,2410,659,924,482015409011
Harris,1638,636,301,482015409021
Harris,1750,901,250,482015409022
Harris,2386,553,1019,482015409023
Harris,6063,2943,1307,482015410011
Harris,1535,606,224,482015410012
Harris,5220,2118,1483,482015410021
Harris,1358,424,501,482015410022
Harris,4101,1489,1295,482015410031
Harris,6099,2555,1686,482015410032
Harris,1983,479,842,482015411001
Harris,2018,617,827,482015411002
Harris,1948,545,730,482015411003
Harris,3515,1212,1185,482015412011
Harris,3963,1006,1865,482015412012
Harris,2625,721,1052,482015412021
Harris,1703,702,383,482015412022
Harris,890,215,374,482015412023
Harris,1637,540,429,482015412024
Harris,1333,243,642,482015412031
Harris,1387,313,637,482015412032
Harris,1207,625,193,482015413001
Harris,3360,1996,473,482015413002
Harris,1530,897,192,482015413003
Harris,1142,601,198,482015413004
Harris,6053,3691,785,482015414001
Harris,3011,1782,368,482015414002
Harris,1744,747,453,482015415001
Harris,1972,1026,384,482015415002
Harris,3761,1593,1046,482015416011
Harris,1529,349,681,482015416012
Harris,1246,655,165,482015416021
Harris,1218,529,284,482015416022
Harris,983,465,211,482015416023
Harris,2787,1321,623,482015416024
Harris,1571,665,234,482015417001
Harris,3922,2316,679,482015417002
Harris,1467,744,174,482015417003
Harris,2846,1299,483,482015418001
Harris,1388,548,358,482015418002
Harris,2118,959,538,482015419001
Harris,3311,1300,973,482015419002
Harris,4352,2125,891,482015420001
Harris,3816,2011,630,482015420002
Harris,1121,475,275,482015420003
Harris,1552,642,316,482015420004
Harris,7870,5408,778,482015421011
Harris,5668,3330,718,482015421012
Harris,5599,3377,720,482015421021
Harris,4176,2456,596,482015421022
Harris,8321,5189,1200,482015422001
Harris,5573,3247,775,482015422002
Harris,1485,657,386,482015423011
Harris,5052,2853,892,482015423012
Harris,1791,762,420,482015423013
Harris,1398,606,321,482015423014
Harris,4976,2655,844,482015423021
Harris,2919,1446,438,482015424001
Harris,1983,1039,316,482015424002
Harris,1688,854,258,482015424003
Harris,2986,563,1418,482015425001
Harris,3954,1224,1384,482015426001
Harris,2729,474,1231,482015427001
Harris,1147,147,594,482015427002
Harris,2259,294,1259,482015428001
Harris,2485,439,1325,482015428002
Harris,1497,316,565,482015428003
Harris,1797,475,626,482015429001
Harris,6086,2126,1927,482015429002
Harris,11487,5007,3624,482015429003
Harris,9931,3284,4367,482015430011
Harris,2135,1283,301,482015430012
Harris,20237,7642,7959,482015430021
Harris,3165,1164,1063,482015430022
Harris,11922,7060,1791,482015430031
Harris,1577,373,693,482015431001
Harris,3077,1067,945,482015432001
Harris,1521,578,376,482015432002
Harris,1605,613,440,482015432003
Harris,1133,703,26,482015501001
Harris,878,508,34,482015501002
Harris,1147,665,29,482015502001
Harris,926,525,29,482015502002
Harris,1503,919,52,482015503011
Harris,851,470,29,482015503012
Harris,1989,1196,57,482015503013
Harris,910,569,50,482015503021
Harris,2286,1660,115,482015503022
Harris,1269,733,77,482015503023
Harris,2833,1710,237,482015503024
Harris,2920,1859,161,482015504011
Harris,2885,2067,136,482015504012
Harris,840,665,39,482015504013
Harris,608,402,44,482015504014
Harris,1776,1221,83,482015504021
Harris,1295,756,41,482015504022
Harris,3977,3161,138,482015504023
Harris,1901,1405,110,482015505001
Harris,1642,1124,86,482015505002
Harris,1669,1186,93,482015506011
Harris,2729,1972,159,482015506012
Harris,1028,779,43,482015506021
Harris,982,697,61,482015506022
Harris,758,544,26,482015506031
Harris,894,619,48,482015506032
Harris,1272,945,50,482015506033
Harris,1466,1064,123,482015507001
Harris,887,611,77,482015507002
Harris,710,472,48,482015508001
Harris,1620,1150,53,482015508002
Harris,1189,810,94,482015509001
Harris,2630,1793,200,482015509002
Harris,706,458,51,482015509003
Harris,1025,704,70,482015509004
Harris,1656,1119,129,482015510001
Harris,1099,637,84,482015511001
Harris,1074,722,70,482015511002
Harris,1714,1047,127,482015511003
Harris,1304,847,137,482015511004
Harris,1279,857,109,482015511005
Harris,1944,894,313,482015512001
Harris,1084,457,240,482015512002
Harris,1813,719,487,482015512003
Harris,737,277,149,482015512004
Harris,1310,816,143,482015513001
Harris,1722,701,505,482015513002
Harris,1348,533,277,482015514001
Harris,1191,370,411,482015514002
Harris,1362,734,209,482015514003
Harris,1398,825,137,482015515001
Harris,3558,2015,519,482015515002
Harris,1656,749,269,482015516001
Harris,1719,750,402,482015516002
Harris,2120,1019,412,482015516003
Harris,1326,456,357,482015517011
Harris,1434,622,317,482015517012
Harris,782,298,241,482015517013
Harris,845,315,231,482015517014
Harris,1685,382,853,482015517015
Harris,1568,527,463,482015517016
Harris,1605,499,559,482015517021
Harris,1812,510,705,482015517022
Harris,2167,820,590,482015517031
Harris,1908,786,460,482015517032
Harris,1723,549,580,482015517033
Harris,2386,441,1222,482015518001
Harris,1107,212,563,482015518002
Harris,1041,193,476,482015518003
Harris,694,317,66,482015519001
Harris,1554,677,188,482015519002
Harris,1563,760,133,482015519003
Harris,3485,1258,945,482015520011
Harris,1411,615,281,482015520012
Harris,1899,621,411,482015520013
Harris,1197,388,336,482015520021
Harris,2821,1206,587,482015521011
Harris,2839,813,1158,482015521021
Harris,1331,265,616,482015521022
Harris,1021,226,438,482015521023
Harris,943,401,240,482015521031
Harris,1662,433,640,482015521032
Harris,1588,455,535,482015522001
Harris,1845,406,782,482015522002
Harris,1941,728,535,482015522003
Harris,2131,349,1108,482015523011
Harris,1579,237,878,482015523012
Harris,2809,635,1127,482015523021
Harris,1146,339,374,482015523022
Harris,1307,310,545,482015524001
Harris,1676,523,629,482015524002
Harris,2337,978,443,482015524003
Harris,3010,1204,715,482015525001
Harris,2878,1035,724,482015525002
Harris,1904,667,575,482015525003
Harris,3644,1815,595,482015526011
Harris,3290,1007,1071,482015526021
Harris,2197,456,953,482015526022
Harris,2202,607,788,482015527001
Harris,2521,662,593,482015527002
Harris,2408,692,750,482015527003
Harris,1278,168,666,482015528001
Harris,1162,171,622,482015528002
Harris,2505,794,778,482015528003
Harris,2513,564,1075,482015528004
Harris,1471,219,730,482015528005
Harris,1224,314,538,482015529001
Harris,1524,393,524,482015529002
Harris,1920,778,356,482015529003
Harris,1528,393,559,482015529004
Harris,1361,259,670,482015529005
Harris,1432,439,457,482015530011
Harris,2095,892,488,482015530012
Harris,1804,748,376,482015530013
Harris,1342,433,375,482015530021
Harris,2348,985,598,482015530022
Harris,1547,637,337,482015531001
Harris,1269,526,275,482015531002
Harris,1500,706,297,482015531003
Harris,1299,548,218,482015531004
Harris,1837,667,416,482015532001
Harris,1190,557,195,482015532002
Harris,1731,813,163,482015532003
Harris,246,104,39,482015532004
Harris,1626,872,71,482015533001
Harris,1489,890,85,482015533002
Harris,2286,496,1045,482015534011
Harris,1830,352,973,482015534012
Harris,2181,730,755,482015534021
Harris,2126,628,852,482015534022
Harris,1438,301,711,482015534023
Harris,1608,270,915,482015534024
Harris,5909,1950,2144,482015534031
Harris,1930,446,767,482015535001
Harris,2513,659,1054,482015535002
Harris,1610,308,745,482015535003
Harris,2787,762,908,482015536001
Harris,3373,642,1674,482015536002
Harris,772,181,357,482015537001
Harris,3057,790,1136,482015537002
Harris,2789,513,1492,482015538011
Harris,984,205,447,482015538021
Harris,1847,312,973,482015538022
Harris,3296,894,1453,482015538023
Harris,1401,385,433,482015538024
Harris,2457,531,1181,482015539001
Harris,1480,373,661,482015539002
Harris,2264,611,879,482015539003
Harris,1783,389,781,482015539004
Harris,1009,276,342,482015540011
Harris,2133,479,904,482015540012
Harris,1908,327,1002,482015540021
Harris,2620,444,1387,482015540022
Harris,1238,234,611,482015541011
Harris,2579,683,1080,482015541021
Harris,3188,758,1349,482015541022
Harris,2593,564,1112,482015541023
Harris,1955,609,666,482015542001
Harris,3148,1073,990,482015542002
Harris,1132,228,429,482015542003
Harris,1694,297,880,482015543011
Harris,2204,316,1254,482015543012
Harris,1447,252,751,482015543013
Harris,2037,289,1179,482015543014
Harris,1482,351,505,482015543021
Harris,2232,564,964,482015543022
Harris,3862,690,2117,482015544011
Harris,8642,1532,4807,482015544012
Harris,6958,1449,3749,482015544021
Harris,6281,1611,2987,482015544022
Harris,9384,2697,4114,482015544031
Harris,1928,352,1044,482015545011
Harris,3416,619,2034,482015545012
Harris,883,130,531,482015545021
Harris,2428,338,1413,482015545022
Harris,2588,429,1405,482015545023
Harris,2290,315,1309,482015546001
Harris,2353,312,1394,482015546002
Harris,2214,472,880,482015547001
Harris,4485,715,2519,482015547002
Harris,11364,3368,4294,482015548011
Harris,12824,2635,6605,482015548021
Harris,4688,861,2882,482015548022
Harris,5776,2002,2064,482015549011
Harris,1623,240,819,482015549012
Harris,4200,968,2032,482015549021
Harris,3334,481,2067,482015549022
Harris,11271,2873,5356,482015549031
Harris,1498,279,689,482015550001
Harris,2919,847,1114,482015550002
Harris,1902,413,827,482015550003
Harris,3086,971,1193,482015551001
Harris,2675,968,891,482015551002
Harris,1728,321,793,482015551003
Harris,3434,742,1693,482015552001
Harris,2965,737,1268,482015552002
Harris,2249,518,1236,482015553011
Harris,3359,639,1864,482015553021
Harris,11071,2171,6144,482015553022
Harris,8599,1802,4836,482015553031
Harris,2454,312,1329,482015554011
Harris,1260,157,568,482015554021
Harris,2293,271,928,482015554022
Harris,2740,224,1681,482015554023
Harris,1159,188,544,482015554024
Harris,1641,194,995,482015555011
Harris,2651,227,1650,482015555012
Harris,9756,1969,5054,482015555021
Harris,11253,2337,6163,482015555022
Harris,2672,324,1692,482015556001
Harris,2167,139,1508,482015556002
Harris,3399,532,2060,482015557011
Harris,4264,1189,1911,482015557012
Harris,10425,1708,6288,482015557021
Harris,1099,210,493,482015560001
Harris,2398,521,1174,482015560002
Harris,2553,776,867,482015560003
Harris,28,16,4,482019800001
Harris,268,185,11,482019801001
Harris,1,0,0,483396901003
Harris,1,0,0,483396912002
Harris,0,0,0,483396912003
Harris,1,0,0,483396920013
Harris,9,1,7,483396920022
Harris,0,0,0,483396923004
Harris,20,4,15,483396923005
Harris,173,40,61,483396924003
Harris,1,0,0,483396925004
Harris,9,0,0,483396926022
Harris,6,1,1,483396928021
Harris,1,0,0,483396932002
Harris,164,79,44,484736801001
Harris,8,0,3,484736803001
Harris,7,3,2,484736803002
Harris,16,0,12,484736803003
Harris,3,0,0,484736803004
Harris,0,0,0,484736805001
Harris,2,0,0,484736806001
Harris,397,140,182,484736806002
Harrison,1346,0,0,
Harrison,15,7,4,480170243011
Harrison,0,0,0,480270203002
Harrison,1,0,0,480270224041
Harrison,1,0,0,480291716013
Harrison,1,0,0,480319502001
Harrison,1,0,0,480370111003
Harrison,1,0,0,480410003002
Harrison,1,0,0,480410018012
Harrison,0,0,0,480639502005
Harrison,0,0,0,480679504005
Harrison,2,0,0,480679506006
Harrison,1,0,0,480717105003
Harrison,1,0,0,480739506002
Harrison,1,0,0,480850313091
Harrison,1,0,0,480850313157
Harrison,1,0,0,480850316372
Harrison,1,0,0,481130024003
Harrison,1,0,0,481130059015
Harrison,1,0,0,481130071024
Harrison,1,0,0,481130086031
Harrison,1,0,0,481130107031
Harrison,1,0,0,481130132002
Harrison,1,0,0,481130166126
Harrison,0,0,0,481130166202
Harrison,1,0,0,481130166242
Harrison,1,0,0,481130204001
Harrison,1,0,0,481239704003
Harrison,0,0,0,481350016005
Harrison,1,0,0,481390608011
Harrison,1,0,0,481410001074
Harrison,0,0,0,481439505002
Harrison,1,0,0,481576711004
Harrison,0,0,0,481576733001
Harrison,1,0,0,481576733002
Harrison,1,0,0,481677205021
Harrison,1,0,0,481677205031
Harrison,1,0,0,481677237002
Harrison,0,0,0,481830002001
Harrison,19,1,5,481830002002
Harrison,4,0,2,481830002003
Harrison,1,0,1,481830003001
Harrison,0,0,0,481830003002
Harrison,3,0,2,481830003004
Harrison,1,0,0,481830003005
Harrison,4,0,0,481830004011
Harrison,4,0,0,481830004012
Harrison,1,0,0,481830004021
